movie_name,movie_id,year,genre,rating,director_id,star_id,votes,description,normalized_rating,normalized_votes
Witness for the Prosecution,tt0051201,1957.0,"['Crime', ' Drama', ' Mystery']",8.4,/name/nm0000697/,"/name/nm0000061/,/name/nm0000017/,/name/nm0001452/,/name/nm0006471/",127247.0,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,0.8297872340425534,0.010569189343449149
Raising Arizona,tt0093822,1987.0,"['Comedy', ' Crime']",7.3,/name/nm0001054/,"/name/nm0001053/,/name/nm0000115/,/name/nm0000456/,/name/nm0934254/,/name/nm0000422/",141984.0,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",0.5957446808510639,0.01629117396394105
Despicable Me 2,tt1690953,2013.0,"['Animation', ' Adventure', ' Comedy']",7.3,/name/nm1853544/,"/name/nm0719208/,/name/nm0136797/,/name/nm1325419/,/name/nm0000973/,/name/nm1388927/",405492.0,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",0.5957446808510639,0.11860431255229557
21 Grams,tt0315733,2003.0,"['Crime', ' Drama', ' Thriller']",7.6,/name/nm0327944/,"/name/nm0000576/,/name/nm0001125/,/name/nm0915208/,/name/nm0396812/",239589.0,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",0.6595744680851064,0.0541885960229159
The Next Three Days,tt1458175,2010.0,"['Action', ' Crime', ' Drama']",7.3,/name/nm0353673/,"/name/nm0000128/,/name/nm0006969/,/name/nm0000553/,/name/nm0119633/",199332.0,A married couple's life is turned upside down when the wife is accused of a murder.,0.5957446808510639,0.03855787505751299
The Number 23,tt0481369,2007.0,"['Crime', ' Mystery', ' Thriller']",6.4,/name/nm0001708/,"/name/nm0000120/,/name/nm0000515/,/name/nm0503567/,/name/nm0396812/",205406.0,"Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.",0.4042553191489363,0.04091624749321007
Identity Thief,tt2024432,2013.0,"['Comedy', ' Crime', ' Drama']",5.7,/name/nm1164861/,"/name/nm0000867/,/name/nm0565250/,/name/nm0158626/,/name/nm0001605/",135645.0,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,0.2553191489361703,0.013829909085790942
Halloween,tt1502407,2018.0,"['Crime', ' Horror', ' Thriller']",6.5,/name/nm0337773/,"/name/nm0000130/,/name/nm0339460/,/name/nm5506858/,/name/nm0183921/",157972.0,"Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",0.4255319148936171,0.022498888567484825
Green Street Hooligans,tt0385002,2005.0,"['Crime', ' Drama', ' Sport']",7.4,/name/nm0591994/,"/name/nm0000704/,/name/nm0402271/,/name/nm0001231/,/name/nm0912938/",153546.0,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",0.6170212765957448,0.02078039064183529
The Bone Collector,tt0145681,1999.0,"['Crime', ' Drama', ' Mystery']",6.7,/name/nm0637518/,"/name/nm0000243/,/name/nm0001401/,/name/nm0001451/,/name/nm0740264/",173686.0,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,0.46808510638297884,0.028600216268265834
Machete,tt0985694,2010.0,"['Action', ' Crime', ' Thriller']",6.6,/name/nm0542450/,"/name/nm0001675/,/name/nm0001803/,/name/nm0735442/,/name/nm0000134/,/name/nm0004695/",199343.0,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",0.44680851063829785,0.03856214606455821
Panic Room,tt0258000,2002.0,"['Crime', ' Drama', ' Thriller']",6.8,/name/nm0000399/,"/name/nm0000149/,/name/nm0829576/,/name/nm0001845/,/name/nm0948267/",283610.0,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",0.4893617021276596,0.07128077794451962
Once Upon a Time in Mexico,tt0285823,2003.0,"['Action', ' Crime', ' Thriller']",6.3,/name/nm0001675/,"/name/nm0000104/,/name/nm0000161/,/name/nm0000136/,/name/nm0000353/",164413.0,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",0.3829787234042553,0.024999757329145156
Lethal Weapon 4,tt0122151,1998.0,"['Action', ' Crime', ' Thriller']",6.6,/name/nm0001149/,"/name/nm0000154/,/name/nm0000418/,/name/nm0000582/,/name/nm0000623/",165845.0,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.",0.44680851063829785,0.025555764791759285
Papillon,tt0070511,1973.0,"['Biography', ' Crime', ' Drama']",8.0,/name/nm0769874/,"/name/nm0000537/,/name/nm0000163/,/name/nm0430460/,/name/nm0330150/",132575.0,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",0.7446808510638299,0.012637909846806742
101 Dalmatians,tt0115433,1996.0,"['Adventure', ' Comedy', ' Crime']",5.7,/name/nm0378893/,"/name/nm0000335/,/name/nm0001099/,/name/nm0000613/,/name/nm0687506/",113025.0,An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.,0.2553191489361703,0.005047165507347103
The Maltese Falcon,tt0033870,1941.0,"['Crime', ' Film-Noir', ' Mystery']",8.0,/name/nm0001379/,"/name/nm0000007/,/name/nm0000802/,/name/nm0313438/,/name/nm0000048/",160676.0,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",0.7446808510638299,0.02354877975387351
Tower Heist,tt0471042,2011.0,"['Action', ' Comedy', ' Crime']",6.2,/name/nm0711840/,"/name/nm0000552/,/name/nm0001774/,/name/nm0000729/,/name/nm0000257/",146521.0,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",0.36170212765957455,0.018052770233410537
Despicable Me 3,tt3469046,2017.0,"['Animation', ' Adventure', ' Comedy']",6.2,/name/nm0049633/,"/name/nm1853544/,/name/nm3210494/,/name/nm0136797/,/name/nm1325419/,/name/nm0005295/,/name/nm1388927/",139471.0,"Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",0.36170212765957455,0.015315442990792096
Phone Booth,tt0183649,2002.0,"['Crime', ' Thriller']",7.1,/name/nm0001708/,"/name/nm0268199/,/name/nm0000662/,/name/nm0001845/,/name/nm0593664/",273162.0,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",0.5531914893617021,0.06722409779829587
Mean Streets,tt0070379,1973.0,"['Crime', ' Drama', ' Thriller']",7.2,/name/nm0000217/,"/name/nm0000134/,/name/nm0000172/,/name/nm0698998/,/name/nm0732364/",111657.0,A small-time hood tries to keep the peace between his friend Johnny and Johnny's creditors.,0.5744680851063831,0.004516007540268802
RED 2,tt1821694,2013.0,"['Action', ' Comedy', ' Crime']",6.6,/name/nm0661751/,"/name/nm0000246/,/name/nm0000545/,/name/nm0000518/,/name/nm0000164/",173809.0,Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,0.44680851063829785,0.028647973892498752
Enter the Dragon,tt0070034,1973.0,"['Action', ' Crime', ' Drama']",7.6,/name/nm0167195/,"/name/nm0000045/,/name/nm0768334/,/name/nm0446485/,/name/nm0135622/",106342.0,A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.,0.6595744680851064,0.0024523345906919225
Analyze This,tt0122933,1999.0,"['Comedy', ' Crime']",6.7,/name/nm0000601/,"/name/nm0000134/,/name/nm0000345/,/name/nm0001435/,/name/nm0001590/",156563.0,A comedy about a psychiatrist whose number-one patient is an insecure mob boss.,0.46808510638297884,0.021951811392328883
The Whole Nine Yards,tt0190138,2000.0,"['Comedy', ' Crime']",6.7,/name/nm0528718/,"/name/nm0000246/,/name/nm0001612/,/name/nm0000275/,/name/nm0003817/",123143.0,"A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.",0.46808510638297884,0.008975715442214245
Man on a Ledge,tt1568338,2012.0,"['Action', ' Crime', ' Thriller']",6.6,/name/nm1300606/,"/name/nm0941777/,/name/nm0006969/,/name/nm0068260/,/name/nm1861781/",154477.0,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",0.44680851063829785,0.021141873147208022
Disturbia,tt0486822,2007.0,"['Crime', ' Drama', ' Mystery']",6.8,/name/nm0142286/,"/name/nm0479471/,/name/nm0001556/,/name/nm0005251/,/name/nm2105255/",238535.0,A teen living under house arrest becomes convinced his neighbor is a serial killer.,0.4893617021276596,0.053779355893310246
The Mechanic,tt0472399,2011.0,"['Action', ' Crime', ' Thriller']",6.5,/name/nm0922346/,"/name/nm0005458/,/name/nm0004936/,/name/nm0000661/,/name/nm0001282/",163260.0,An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,0.4255319148936171,0.024552078136132527
On the Waterfront,tt0047296,1954.0,"['Crime', ' Drama', ' Thriller']",8.1,/name/nm0001415/,"/name/nm0000008/,/name/nm0001500/,/name/nm0002011/,/name/nm0001768/",156754.0,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",0.7659574468085106,0.022025971605568618
The Raid 2,tt2265171,2014.0,"['Action', ' Crime', ' Thriller']",7.9,/name/nm2153088/,"/name/nm3299397/,/name/nm3345670/,/name/nm3022653/,/name/nm2680798/",125375.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",0.7234042553191491,0.00984234159902621
Homefront,tt2312718,2013.0,"['Action', ' Crime', ' Thriller']",6.5,/name/nm0001219/,"/name/nm0005458/,/name/nm0290556/,/name/nm0000213/,/name/nm0098378/",122650.0,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.",0.4255319148936171,0.008784296671914828
Gangster Squad,tt1321870,2013.0,"['Action', ' Crime', ' Drama']",6.7,/name/nm0281508/,"/name/nm0000576/,/name/nm0331516/,/name/nm1297015/,/name/nm0000610/",217680.0,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",0.46808510638297884,0.045681914808940384
Snowden,tt3774114,2016.0,"['Biography', ' Crime', ' Drama']",7.3,/name/nm0000231/,"/name/nm0330687/,/name/nm0940362/,/name/nm0502425/,/name/nm0704270/",154782.0,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",0.5957446808510639,0.021260296524370947
Rush Hour 2,tt0266915,2001.0,"['Action', ' Comedy', ' Crime']",6.6,/name/nm0711840/,"/name/nm0000329/,/name/nm0000676/,/name/nm0518821/,/name/nm0955471/",224912.0,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.",0.44680851063829785,0.04848990780448883
Nerve,tt3531824,2016.0,"['Action', ' Adventure', ' Crime']",6.5,/name/nm1160962/,"/name/nm1413364/,/name/nm0731075/,/name/nm2002649/,/name/nm2007030/,/name/nm1851028/",133150.0,"A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""",0.4255319148936171,0.012861167033261438
This Is England,tt0480025,2006.0,"['Crime', ' Drama']",7.7,/name/nm0276349/,"/name/nm2129938/,/name/nm0334318/,/name/nm0366846/,/name/nm0793532/",123946.0,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",0.6808510638297873,0.009287498956515323
8MM,tt0134273,1999.0,"['Crime', ' Drama', ' Mystery']",6.5,/name/nm0001708/,"/name/nm0000115/,/name/nm0001618/,/name/nm0001254/,/name/nm0001780/",135522.0,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",0.4255319148936171,0.013782151461558024
The Devil's Rejects,tt0395584,2005.0,"['Crime', ' Horror', ' Western']",6.7,/name/nm0957772/,"/name/nm0354085/,/name/nm0600667/,/name/nm0608405/,/name/nm0001235/",102036.0,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",0.46808510638297884,0.0007804294691720653
A Scanner Darkly,tt0405296,2006.0,"['Animation', ' Comedy', ' Crime']",7.0,/name/nm0000500/,"/name/nm0000206/,/name/nm0000213/,/name/nm0000375/,/name/nm0168262/",113426.0,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,0.5319148936170214,0.0052028631278137685
Exam,tt1258197,2009.0,"['Crime', ' Horror', ' Mystery']",6.8,/name/nm0371955/,"/name/nm3065862/,/name/nm2110418/,/name/nm1812523/,/name/nm1125878/",118287.0,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel.",0.4893617021276596,0.007090259968433375
30 Minutes or Less,tt1622547,2011.0,"['Action', ' Comedy', ' Crime']",6.1,/name/nm0281508/,"/name/nm0251986/,/name/nm1144419/,/name/nm0841910/,/name/nm2106637/",103028.0,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",0.3404255319148936,0.001165596649977383
Tango & Cash,tt0098439,1989.0,"['Action', ' Comedy', ' Crime']",6.4,/name/nm0464846/,"/name/nm0536299/,/name/nm0000230/,/name/nm0000621/,/name/nm0000159/,/name/nm0001588/",108062.0,"Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all.",0.4042553191489363,0.0031201647832172718
The Score,tt0227445,2001.0,"['Action', ' Crime', ' Drama']",6.8,/name/nm0000568/,"/name/nm0000134/,/name/nm0001570/,/name/nm0000008/,/name/nm0000291/",129863.0,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,0.4893617021276596,0.011584912473476075
Double Indemnity,tt0036775,1944.0,"['Crime', ' Drama', ' Film-Noir']",8.3,/name/nm0000697/,"/name/nm0534045/,/name/nm0001766/,/name/nm0000064/,/name/nm0056477/",158963.0,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",0.8085106382978726,0.022883667474922393
The Texas Chainsaw Massacre,tt0324216,2003.0,"['Crime', ' Horror']",6.2,/name/nm1197971/,"/name/nm0004754/,/name/nm0006958/,/name/nm0117420/,/name/nm0498713/",145291.0,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",0.36170212765957455,0.017575193991081362
Let's Be Cops,tt1924435,2014.0,"['Action', ' Comedy', ' Crime']",6.4,/name/nm0339004/,"/name/nm2159926/,/name/nm0915458/,/name/nm1443527/,/name/nm2400045/",136044.0,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",0.4042553191489363,0.013984830159522113
The Losers,tt0480255,2010.0,"['Action', ' Adventure', ' Comedy']",6.2,/name/nm1234893/,"/name/nm0252961/,/name/nm0757855/,/name/nm0604742/,/name/nm0262635/",103656.0,"A CIA special forces team is betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",0.36170212765957455,0.001409432324922685
Only God Forgives,tt1602613,2013.0,"['Action', ' Crime', ' Drama']",5.7,/name/nm0716347/,"/name/nm0331516/,/name/nm0000218/,/name/nm3307918/,/name/nm1446625/",114199.0,"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.",0.2553191489361703,0.005502998441082429
A Single Man,tt1315981,2009.0,"['Crime', ' Drama', ' Romance']",7.5,/name/nm1053530/,"/name/nm0000147/,/name/nm0000194/,/name/nm0328828/,/name/nm0396558/",114035.0,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",0.6382978723404257,0.005439321608771872
Dancer in the Dark,tt0168629,2000.0,"['Crime', ' Drama', ' Musical']",7.9,/name/nm0001885/,"/name/nm0001951/,/name/nm0000366/,/name/nm0001556/,/name/nm0001780/",111698.0,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,0.7234042553191491,0.004531926748346441
Rashomon,tt0042876,1950.0,"['Crime', ' Drama', ' Mystery']",8.2,/name/nm0000041/,"/name/nm0001536/,/name/nm0477553/,/name/nm0605270/,/name/nm0793766/",170473.0,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",0.7872340425531914,0.027352693937693774
Snakes on a Plane,tt0417148,2006.0,"['Action', ' Adventure', ' Crime']",5.5,/name/nm0254786/,"/name/nm0000168/,/name/nm0000523/,/name/nm0680667/,/name/nm0004761/",141014.0,"An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",0.21276595744680854,0.015914548797226175
Swordfish,tt0244244,2001.0,"['Action', ' Crime', ' Thriller']",6.5,/name/nm0784061/,"/name/nm0000237/,/name/nm0413168/,/name/nm0000932/,/name/nm0000332/",189958.0,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",0.4255319148936171,0.03491820050824984
Changeling,tt0824747,2008.0,"['Biography', ' Crime', ' Drama']",7.8,/name/nm0000142/,"/name/nm0001401/,/name/nm0272173/,/name/nm0752407/,/name/nm1072959/",258051.0,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,0.7021276595744681,0.06135689893826648
The Ghost Writer,tt1139328,2010.0,"['Crime', ' Drama', ' Mystery']",7.2,/name/nm0000591/,"/name/nm0000191/,/name/nm0000112/,/name/nm0931404/,/name/nm1256532/",166033.0,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.",0.5744680851063831,0.025628760184895776
Michael Clayton,tt0465538,2007.0,"['Crime', ' Drama', ' Mystery']",7.2,/name/nm0006904/,"/name/nm0000123/,/name/nm0842770/,/name/nm0929489/,/name/nm0001574/",168247.0,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.",0.5744680851063831,0.026488397421088293
K.G.F: Chapter 2,tt10698680,2022.0,"['Action', ' Crime', ' Drama']",8.3,/name/nm6073824/,"/name/nm5232139/,/name/nm0004569/,/name/nm0849199/,/name/nm8635807/",136759.0,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",0.8085106382978726,0.01426244561746143
Miller's Crossing,tt0100150,1990.0,"['Crime', ' Drama', ' Thriller']",7.7,/name/nm0001054/,"/name/nm0001053/,/name/nm0000321/,/name/nm0001215/,/name/nm0001806/,/name/nm0001315/",137078.0,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",0.6808510638297873,0.014386304821772817
A Walk Among the Tombstones,tt0365907,2014.0,"['Action', ' Crime', ' Drama']",6.5,/name/nm0291082/,"/name/nm0000553/,/name/nm1405398/,/name/nm1092086/,/name/nm2933542/",123262.0,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,0.4255319148936171,0.009021919972976173
Capote,tt0379725,2005.0,"['Biography', ' Crime', ' Drama']",7.3,/name/nm0587955/,"/name/nm0000450/,/name/nm0004286/,/name/nm0001416/,/name/nm1738584/",135259.0,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",0.5957446808510639,0.013680035565840486
The Hangover Part III,tt1951261,2013.0,"['Comedy', ' Crime']",5.8,/name/nm0680846/,"/name/nm0177896/,/name/nm0302108/,/name/nm1159180/,/name/nm0058581/",319237.0,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",0.2765957446808511,0.08511379321725254
Taken 2,tt1397280,2012.0,"['Action', ' Crime', ' Thriller']",6.2,/name/nm0576298/,"/name/nm0000553/,/name/nm0000463/,/name/nm1192254/,/name/nm0650702/",310898.0,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",0.36170212765957455,0.08187598160360783
Run Lola Run,tt0130827,1998.0,"['Action', ' Crime', ' Thriller']",7.7,/name/nm0878756/,"/name/nm0004376/,/name/nm0001953/,/name/nm0460578/,/name/nm0677899/",201046.0,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",0.6808510638297873,0.039223375609831856
Street Kings,tt0421073,2008.0,"['Action', ' Crime', ' Thriller']",6.8,/name/nm0043742/,"/name/nm0000206/,/name/nm0001845/,/name/nm0491402/,/name/nm0262635/",115659.0,"An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.",0.4893617021276596,0.006069877557993481
The Counselor,tt2193215,2013.0,"['Crime', ' Drama', ' Thriller']",5.4,/name/nm0000631/,"/name/nm1055413/,/name/nm0004851/,/name/nm0000139/,/name/nm0000849/",102717.0,A lawyer finds himself in over his head when he gets involved in drug trafficking.,0.19148936170212777,0.001044843632607974
Filth,tt1450321,2013.0,"['Action', ' Comedy', ' Crime']",7.0,/name/nm1580671/,"/name/nm0564215/,/name/nm0068260/,/name/nm0550371/,/name/nm1782299/",111120.0,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",0.5319148936170214,0.004307504741788503
Patriots Day,tt4572514,2016.0,"['Action', ' Crime', ' Drama']",7.3,/name/nm0000916/,"/name/nm0000242/,/name/nm1157358/,/name/nm0799777/,/name/nm0000422/",105220.0,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",0.5957446808510639,0.002016691872079456
Charlie's Angels: Full Throttle,tt0305357,2003.0,"['Action', ' Adventure', ' Comedy']",4.9,/name/nm0629334/,"/name/nm0000106/,/name/nm0005154/,/name/nm0000139/,/name/nm0005170/",129404.0,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,0.0851063829787235,0.011406694997680067
Dial M for Murder,tt0046912,1954.0,"['Crime', ' Thriller']",8.2,/name/nm0000033/,"/name/nm0001537/,/name/nm0000038/,/name/nm0191950/,/name/nm0002369/",178116.0,A former tennis star arranges the murder of his adulterous wife.,0.7872340425531914,0.030320267287386356
Jai Bhim,tt15097216,2021.0,"['Crime', ' Drama', ' Mystery']",8.8,/name/nm4377096/,"/name/nm1421814/,/name/nm7934649/,/name/nm8904193/,/name/nm8135195/",204164.0,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",0.9148936170212769,0.04043401197046793
Transporter 2,tt0388482,2005.0,"['Action', ' Crime', ' Thriller']",6.3,/name/nm0504642/,"/name/nm0005458/,/name/nm0005520/,/name/nm1690331/,/name/nm0309348/",206228.0,"Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official.",0.3829787234042553,0.04123540820149835
Spy Game,tt0266987,2001.0,"['Action', ' Crime', ' Thriller']",7.0,/name/nm0001716/,"/name/nm0000602/,/name/nm0000093/,/name/nm0001517/,/name/nm0226820/",159493.0,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,0.5319148936170214,0.023089452359828462
The Life of David Gale,tt0289992,2003.0,"['Crime', ' Drama', ' Thriller']",7.5,/name/nm0000570/,"/name/nm0000228/,/name/nm0000701/,/name/nm0001473/,/name/nm0454598/",122196.0,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,0.6382978723404257,0.008608020562957557
The 400 Blows,tt0053198,1959.0,"['Crime', ' Drama']",8.1,/name/nm0000076/,"/name/nm0529543/,/name/nm0753716/,/name/nm0561158/,/name/nm0213948/",120198.0,"A young boy, left without attention, delves into a life of petty crime.",0.7659574468085106,0.007832250374198458
Parker,tt1904996,2013.0,"['Action', ' Crime', ' Thriller']",6.2,/name/nm0000431/,"/name/nm0005458/,/name/nm0000182/,/name/nm0004821/,/name/nm0000560/",124606.0,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",0.36170212765957455,0.00954375937922854
Killer Elite,tt1448755,2011.0,"['Action', ' Crime', ' Thriller']",6.4,/name/nm1834213/,"/name/nm0005458/,/name/nm0654110/,/name/nm0000134/,/name/nm0700712/",131961.0,"When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for his sons' deaths.",0.4042553191489363,0.012399509999009902
Home Alone 3,tt0119303,1997.0,"['Action', ' Comedy', ' Crime']",4.5,/name/nm0331532/,"/name/nm0513281/,/name/nm0472762/,/name/nm0452748/,/name/nm0902188/",120254.0,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.",0.0,0.007853993682792307
Taken 3,tt2446042,2014.0,"['Action', ' Crime', ' Thriller']",6.0,/name/nm0576298/,"/name/nm0000553/,/name/nm0001845/,/name/nm1192254/,/name/nm0000463/",195688.0,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.",0.31914893617021284,0.037143006905441846
The Man Who Wasn't There,tt0243133,2001.0,"['Crime', ' Drama']",7.5,/name/nm0001054/,"/name/nm0000671/,/name/nm0000531/,/name/nm0045937/,/name/nm0001254/",111073.0,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.",0.6382978723404257,0.00428925589350438
The Negotiator,tt0120768,1998.0,"['Action', ' Crime', ' Drama']",7.3,/name/nm0336620/,"/name/nm0000168/,/name/nm0000228/,/name/nm0001556/,/name/nm0726492/",145707.0,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.",0.5957446808510639,0.017736715712064238
Rush Hour 3,tt0293564,2007.0,"['Action', ' Comedy', ' Crime']",6.2,/name/nm0711840/,"/name/nm0000329/,/name/nm0000676/,/name/nm0001884/,/name/nm0760796/",172507.0,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.",0.36170212765957455,0.028142441967691775
The Jackal,tt0119395,1997.0,"['Action', ' Crime', ' Drama']",6.4,/name/nm0001994/,"/name/nm0000246/,/name/nm0000152/,/name/nm0001627/,/name/nm0893204/",119245.0,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",0.4042553191489363,0.007462225854735285
